system:index,B,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B9,G,N,R,VH,VV,awei_nsh,awei_sh,constant,cti,elevation,evi,msavi2,naip_NDVI,nbi,nbr,nbr_max_var,nbr_var_median,nbr_var_pct,nd_max,nd_median,ndvi,ndvi_diff,ndwi,roughness,slope,tpi,tri,.geo
000000000000000000a3_0,93.0,0.1416,0.00145,0.25915,0.1749,0.1248,0.1164,0.12885,0.14815,0.1865,0.2131,0.1959,0.07005,102.0,112.0,108.0,-20.295205284932297,-13.602757144323396,-1.100949965417385,-0.31049998104572296,167,-0.058225103,232.751,0.16227007403857543,0.10414260169366707,0.018181818,0.3708958,0.15134138,0.005869076156439718,0.0038462335870080022,0.00300402227336604,0.32894737,0.011235955,0.19333972,0.12227881,-0.19879356,11.331148,0.0,-14,0.39865530769811114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0986000270838,47.323653409294245]}"
000000000000000000a4_0,154.0,0.1621,0.0012,0.1683,0.1242,0.14815,0.13815,0.1341,0.1402,0.1977,0.23095,0.2174,0.06915,159.0,127.0,161.0,-17.98509705386807,-8.877779027599017,-0.5164999887347221,-0.11607499048113823,168,3.2044914,281.5209,0.22862629255858916,0.1274315508986794,-0.11805555,0.3427688,0.3287737,0.0029100805287923604,1.8610769828174278E-4,1.8584125862429468E-4,0.47863248,-0.08695652,0.22500347,-0.06855774,0.055210236,3.8625824,0.5558548,3,0.48135663291222314,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.26586633298686,47.40126784984217]}"
000000000000000000a5_0,64.0,0.1188,0.001,0.01755,0.01445,0.0857,0.06355,0.0401,0.0385,0.03395,0.03385,0.0242,0.0111,56.0,15.0,42.0,-23.262237543722,-13.853799444206325,0.13821250875480473,0.1783375039231032,172,3.0268698,187.87878,-0.06390161722149695,-0.02950176256483239,-0.47368422,0.32875624,0.33084694,0.023167966785319672,0.0014240280082934154,0.0013140835915167147,-0.18421052,-0.4642857,-0.24465148,0.04192327,0.6487393,3.983677,0.0,-39,0.0017791572827451447,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.09509659747573,47.34332651401646]}"
000000000000000000a6_0,121.5,0.1589,0.00145,0.29505,0.2178,0.13885,0.1318,0.14495,0.1691,0.193,0.21735,0.1982,0.07305,131.5,121.5,139.5,-20.08999654587104,-9.88862412573942,-1.3015000149607658,-0.3259750045835972,171,-1.0966717,228.62057,0.12968510352447649,0.08096160147566,-0.06896552,0.3657363,0.05496497,0.006890554948147023,6.718458495918388E-4,5.426863060685294E-4,0.41308412,-0.08287293,0.15059157,0.07562779,-0.24372463,4.3998423,1.1840211,-9,0.1821226658421279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.19013835453558,47.36803018432975]}"
000000000000000000a8_0,60.0,0.1221,9.0E-4,0.0549,0.0383,0.08625,0.06065,0.04235,0.0537,0.0569,0.06185,0.02885,0.0194,56.0,13.0,40.0,-15.22337186218122,-6.948962365933874,-0.08953751344233751,0.10267499275505543,136,-3.353451,174.56714,-0.05305978468979189,-0.024939061868740064,-0.509434,0.3590489,0.19673152,0.013672316617773175,4.378057966358817E-4,3.397012277545769E-4,-0.016835017,-0.48,-0.16035092,0.0,0.28514683,122.64149,11.776469,-40,11.183779131623309,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0429943109968,47.083533733849094]}"
000000000000000000a9_0,103.0,0.14465,0.0014,0.23005,0.1924,0.133,0.12305,0.1358,0.13885,0.15055,0.16155,0.15535,0.0555,110.0,89.0,120.0,-23.11792144093934,-12.239502946101506,-0.9959374852478504,-0.1855750009417534,145,-2.1806917,392.8712,0.050249307001795335,0.03054312491134792,-0.14832535,0.37195358,-0.06417841,0.0021598889141559064,6.765300742282527E-4,7.692382550057129E-4,-0.10697675,-0.14438502,0.07591187,0.03334196,-0.25108472,30.460613,4.369813,3,1.1679943118020824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05548089344606,47.01607025601172]}"
000000000000000000aa_0,68.5,0.11435,9.0E-4,0.0076,0.00545,0.0841,0.0578,0.03435,0.0294,0.02845,0.0272,0.02245,0.0086,53.0,27.0,46.5,-27.183123814535204,-22.194090167572682,0.1801999940071255,0.1821624969597906,173,0.87956315,174.43875,-0.04976580929423789,-0.022301322206964347,-0.26530612,0.3441135,0.62162864,0.038281475909198705,1.1463320073307193E-4,0.001814862864001121,-0.20779221,-0.3146853,-0.20080703,0.03880553,0.8251424,0.29593948,0.0010625365,-20,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.99969551430225,47.21172332489295]}"
000000000000000000ab_0,131.5,0.14895,0.0015,0.3393,0.23055,0.1404,0.14365,0.18595,0.20315,0.227,0.2529,0.2514,0.0812,153.0,156.5,170.5,-21.243343521914152,-11.747106855426829,-1.4794625602662563,-0.4441625066101551,144,-3.224132,482.04395,0.12451488090707381,0.09283947635673517,-0.042813454,0.38872343,0.10734781,0.003992764397036133,0.0014918767820951534,0.0014567883264334453,0.025641026,-0.0528,0.1450911,0.22508258,-0.23277286,48.981197,16.760845,24,1.0424901065707108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12105790918679,47.29257170046371]}"
000000000000000000ac_0,104.0,0.14185,0.0014,0.2403,0.191,0.12275,0.1151,0.1285,0.13245,0.144,0.15735,0.1504,0.0571,116.0,108.0,129.0,-24.254810115098323,-14.593444771190395,-1.0636500120162964,-0.2233000062406063,177,-1.7426827,425.6158,0.054707596976087576,0.03459145550434062,-0.088607594,0.37163916,-0.072366826,0.005235137244696264,4.530139092165618E-4,2.5630512807653036E-4,-0.06306306,-0.08713693,0.09269009,0.034379333,-0.27529672,9.755125,2.3093479,25,0.39925329781019736,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05125881161071,47.09395419114488]}"
000000000000000000ad_0,104.0,0.1508,0.0013,0.26135,0.2194,0.13955,0.13225,0.15435,0.159,0.17045,0.18385,0.18115,0.05395,113.0,96.0,127.0,-22.761906341484863,-12.29702719040723,-1.1650375500321388,-0.24842502549290657,153,-2.1446435,198.21457,0.06317031693430288,0.04055238090509794,-0.13901345,0.37932655,-0.054250613,0.008785539068791249,8.918771230059346E-4,0.0011256194971556235,-0.060606062,-0.13537118,0.080519356,0.031458713,-0.26033717,35.740387,8.756857,-15,0.7341573107476613,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0128109174504,47.016788908239015]}"
000000000000000000ae_0,119.0,0.1527,0.0014,0.2705,0.207,0.1443,0.1436,0.1694,0.1703,0.1879,0.2018,0.2092,0.0631,138.0,133.0,147.0,-25.218075184379906,-14.620957773209515,-1.1291500143706799,-0.2679999954998493,179,-0.07328788,278.51886,0.08702494160529885,0.05853521468277412,-0.05,0.3719659,0.024019025,0.007738738554528006,0.0015302519841803317,0.001479863274681698,-0.044368602,-0.086666666,0.11111111,0.06092429,-0.19007362,8.52133,2.6969676,12,0.7348802664419533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.94283215681747,46.88222127867791]}"
000000000000000000af_0,51.0,0.1165,8.0E-4,0.0059,0.0035,0.0851,0.0575,0.0357,0.0308,0.028,0.0257,0.0212,0.0077,35.0,4.0,31.0,-26.0298832923477,-18.552532389382957,0.19147500314284116,0.1873250057687983,175,2.2324567,148.72852,-0.06070502307544934,-0.027115094562062514,-0.7714286,0.35501963,0.71590906,0.04908620840797686,2.723138506606215E-4,0.006770823063004305,-0.7222222,-0.7714286,-0.2526998,0.022979528,0.89041096,0.02718454,0.0,-8,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.93034557436822,46.6581814468185]}"
000000000000000000b0_0,123.0,0.1379,0.00135,0.2839,0.20055,0.12595,0.1219,0.14715,0.1608,0.1823,0.2018,0.19775,0.0763,143.0,148.5,161.0,-13.25986146436531,-3.200076497931093,-1.2489499859511852,-0.34191250056028366,120,-1.2658738,643.7312,0.11135319717998848,0.07673868893028346,-0.040387724,0.38278478,0.04859694,0.0032474594511077335,9.123383442887958E-4,8.388260878965923E-4,-0.022364218,-0.051693406,0.14546335,0.16378686,-0.25089368,83.32746,25.819859,-21,0.1189588293412768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12851392604499,47.19860792174481]}"
000000000000000000b3_0,107.0,0.14845,0.0016,0.2854,0.21345,0.13095,0.127,0.15225,0.1608,0.1766,0.19195,0.1887,0.0824,123.0,114.0,138.0,-19.977529849760195,-10.194722130025887,-1.2677624970674515,-0.3160624988377094,193,-2.4959688,710.3508,0.08135615484898803,0.05513256604965744,-0.0952381,0.38078985,-0.017157042,0.0063204613247497205,5.9320976749612E-4,4.645070857969306E-4,-0.041533545,-0.088709675,0.11359978,0.09439872,-0.26336962,36.432457,11.028381,45,0.7327164164137603,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14450393810232,47.275952867707495]}"
000000000000000000b4_0,130.0,0.1508,0.0013,0.2535,0.2034,0.1381,0.1333,0.1592,0.1669,0.1813,0.196,0.1899,0.0665,151.0,133.0,167.0,-21.89021593063214,-10.430748767529835,-1.0876250341534615,-0.24460000172257423,169,-0.9155562,321.56744,0.06918465375025834,0.04603509697766295,-0.11333334,0.38086388,0.008086253,0.007434820569833842,0.0019280308040167437,0.0019788199957715556,-0.051987767,-0.103896104,0.08441193,0.0119016245,-0.21420582,8.586271,3.9150882,5,0.2632581006231057,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00490574295014,46.87189065291054]}"
000000000000000000b5_0,63.0,0.1264,0.0013,0.1933,0.10865,0.1009,0.0949,0.07595,0.1076,0.24325,0.3003,0.29755,0.09085,63.5,125.0,52.0,-16.826497742743108,-11.278599599682526,-0.766774982213974,-0.42528748512268066,173,1.5575505,268.17798,0.5559458231888328,0.35836210722568607,0.4124294,0.30156395,0.46003488,0.01190763525840185,0.0029782354333545147,0.004865660208796196,0.5235602,0.40568477,0.58608717,-0.07527292,-0.10631824,4.535964,0.93278176,-27,0.27138241447178874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06599118227027,47.3067650819528]}"
000000000000000000b6_0,101.0,0.14745,0.0016,0.3405,0.2565,0.13905,0.1386,0.1704,0.18115,0.2001,0.221,0.21805,0.09045,107.0,95.5,117.5,-20.959444884418392,-10.68509203668058,-1.5674874782562256,-0.4163999781012535,186,-2.8168874,649.1339,0.09947187615671194,0.06974776790579951,-0.103286386,0.38131902,-0.021789474,0.020210094879204513,0.0044952719380346555,0.0048373922783021125,-0.08810572,-0.11442786,0.12272567,0.065712236,-0.30140638,43.77442,6.0325723,24,0.35418424635043044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.1669618202053,47.30963969086198]}"
000000000000000000b7_0,110.0,0.1475,0.0015,0.2342,0.1739,0.1284,0.1261,0.1529,0.1573,0.1734,0.1876,0.1877,0.0764,130.0,126.0,147.0,-23.539298843416105,-14.904455622367822,-0.9575499705970287,-0.2326749972999096,198,0.7563045,536.03235,0.07617548419608614,0.0526163248220024,-0.07692308,0.38095236,0.07239015,0.01998322389330977,0.005826446480772918,0.009415665523005776,-0.023890786,-0.065868266,0.09855454,0.051688462,-0.16986209,33.511887,33.013126,2,0.8895279187095941,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.97355453953436,46.82194432311349]}"
000000000000000000b8_0,119.0,0.1413,0.00145,0.25605,0.1819,0.125,0.1154,0.12845,0.1428,0.16415,0.1831,0.1745,0.06855,131.0,127.0,143.0,-21.95384446347383,-16.104685734740695,-1.106449943035841,-0.27779998630285263,112,-3.6464167,548.0172,0.11424529954297637,0.07212946944782572,-0.05925926,0.3742714,0.04572956,0.0029388898089630485,0.0014999771293187098,0.0015676976518856234,-0.02097902,-0.062271062,0.16330104,0.17417076,-0.22948188,64.08219,19.421446,-28,0.9038993587179152,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13004106202798,47.25080003975215]}"
000000000000000000b9_0,122.0,0.1435,0.0014,0.23715,0.17855,0.12775,0.1198,0.13145,0.13205,0.1491,0.1597,0.16995,0.06025,142.0,144.0,156.0,-22.493879478607624,-9.916702004658672,-1.0029000006616116,-0.228037491440773,107,-2.192059,389.11493,0.09619948350634991,0.06016888387343822,-0.04,0.36781,-0.0059246817,0.0077358100080376045,4.6975720740451783E-4,3.923570448062454E-4,-0.031578947,-0.061818182,0.12233675,0.11569973,-0.20674343,70.36319,22.979488,18,0.5994098281895157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02278221710412,47.155129461993425]}"
000000000000000000ba_0,108.5,0.1534,0.00155,0.30895,0.2362,0.1393,0.14165,0.1731,0.1869,0.20665,0.22585,0.2243,0.07695,121.5,103.0,134.0,-24.535250178926454,-12.164207210847513,-1.3748250156641006,-0.36549998819828033,106,-3.724784,495.49384,0.10507738178969628,0.07452274223951838,-0.1308017,0.3760599,0.015678592,0.010541694180879524,0.004736718294817024,0.007256125335005726,-0.055975795,-0.13348946,0.12124561,0.1439238,-0.26062816,66.55279,16.349033,42,3.6095222369897266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12096807765838,47.333894203533205]}"
000000000000000000bb_0,146.0,0.1484,0.0014,0.27165,0.21275,0.1428,0.14585,0.17595,0.18105,0.1989,0.21815,0.2169,0.071,167.0,141.0,175.0,-27.823033525412562,-16.359002445550438,-1.1424874439835548,-0.2785874791443348,186,5.160888,422.65375,0.08519890098481099,0.05959823510398221,-0.10759494,0.3721481,0.04016215,0.01130003882936233,0.004353303387685985,0.004803405057579357,-0.093851134,-0.1465798,0.10353924,0.048873432,-0.20354362,11.278169,4.690125,-16,0.14983173440463038,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05521139886083,46.92704721135548]}"
000000000000000000bc_0,55.0,0.121,8.0E-4,0.0115,0.007,0.0874,0.0609,0.0382,0.0336,0.0318,0.0309,0.0263,0.0109,41.0,8.0,36.0,-27.499689349529785,-17.350536493518643,0.17177499528042972,0.18119999417103827,174,1.2383306,150.07417,-0.04958332551410441,-0.022144789219374794,-0.6363636,0.34691688,0.5608696,0.039533575046875914,0.0017314405015014245,0.005027533902983494,-0.43137255,-0.5824176,-0.2037037,0.0028220415,0.806993,0.7700589,0.018551083,-17,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.93932872720941,46.828502024687566]}"
