system:index,B,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B9,G,N,R,VH,VV,awei_nsh,awei_sh,constant,cti,elevation,evi,msavi2,naip_NDVI,nbi,nbr,nbr_max_var,nbr_var_median,nbr_var_pct,nd_max,nd_median,ndvi,ndvi_diff,ndwi,roughness,slope,tpi,tri,.geo
00000000000000000d7b_0,86.0,0.1249,0.00125,0.2252,0.1621,0.14835,0.1473,0.1563,0.14715,0.19245,0.21095,0.19655,0.039,94.0,123.0,84.0,-7.706870872168084,-0.7257519832631163,-0.8065124750137329,-0.15654997900128365,107,-3.4035535,398.0481,0.09848541716274614,0.06040387258140034,0.1884058,0.34815797,0.17146772,0.0011327712196244437,1.8224843271041902E-4,8.868216048657507E-5,0.52678573,-0.061488673,0.10896098,0.02271191,-0.035354346,114.22436,33.764877,-50,2.5300467159869893,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.01396957875605,48.79931592651738]}"
00000000000000000d7c_0,117.0,0.11585,0.0011,0.0649,0.04525,0.1075,0.09185,0.0843,0.06575,0.0786,0.08315,0.10275,0.0267,122.0,81.0,116.0,-26.295763284474234,-22.896322251167295,-0.04232501983642578,0.07433748617768288,140,-2.2241418,397.292,0.057490987030538065,0.03142911903678369,-0.17766498,0.3523709,0.27411735,0.026151180502163716,0.006196100251363176,0.003587018689369073,0.46575344,-0.16071428,0.09924915,0.07203212,0.36788714,35.052742,37.080692,-44,4.478323493977945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.00813052940927,48.8062329542051]}"
00000000000000000d7d_0,163.0,0.13065,0.0012,0.19925,0.16565,0.1634,0.1674,0.1852,0.1644,0.18225,0.1952,0.22295,0.04085,182.0,155.0,188.0,-24.195640425711836,-20.437830310783987,-0.6386749669909477,-0.09281248971819878,218,-1.9566939,402.66702,0.08512602787461175,0.05425222036536037,-0.09620991,0.3511628,0.09123502,0.007426726506492524,3.89794415955116E-4,3.103307916225407E-4,0.38916257,-0.10958904,0.08862639,0.008818217,-0.008259719,30.787184,36.720154,-39,1.9055255000625757,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.0084000239945,48.80201087236974]}"
00000000000000000d7e_0,135.0,0.1936,0.00175,0.35055,0.2386,0.1297,0.12275,0.1345,0.1661,0.20315,0.228,0.2146,0.09685,148.0,147.0,157.0,-10.664587887516841,-4.7090799275011745,-1.620999988168478,-0.4707999862730503,192,-2.759379,616.30096,0.19092340292673968,0.12260915597679278,-0.032894738,0.3655511,0.04147719,0.004963307753799099,6.644978070569647E-4,5.718136306905449E-4,0.070336394,-0.031578947,0.21912782,0.021554083,-0.317254,117.06113,50.431065,16,1.9427197345061071,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.03238504208049,48.78116995777817]}"
00000000000000000d7f_0,127.0,0.1369,0.00155,0.3121,0.2262,0.1243,0.121,0.12735,0.14215,0.17525,0.198,0.21285,0.0752,148.0,145.0,155.0,-8.62033704936582,0.9092378760262161,-1.4396624751389027,-0.4171749949455261,150,-2.9008157,473.59253,0.20460419779989997,0.13219939950276305,-0.033333335,0.35059708,-0.013246862,0.0023171160697578195,3.3923484055396584E-4,4.320019921519914E-4,0.21698113,-0.037037037,0.24856974,0.06475586,-0.3047556,139.85718,45.652958,-31,2.2319554351964364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.04621909745593,48.765808766419724]}"
00000000000000000d80_0,129.0,0.13375,0.00145,0.3166,0.22315,0.12315,0.11655,0.12705,0.1423,0.17,0.1958,0.1959,0.0703,149.0,142.0,156.0,-10.664489847886944,-1.1083414157773737,-1.4628374837338924,-0.41001248732209206,160,-2.444435,574.65625,0.16637265652339864,0.1071922481625146,-0.046979867,0.36441717,-0.0130441,0.0028615668395274066,9.376236727103307E-4,0.0010120058989166363,0.37172773,-0.035369776,0.19774695,0.07024264,-0.3198999,107.36976,39.751698,19,1.4794206020022354,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.04738690732529,48.76832404921526]}"
00000000000000000d81_0,113.5,0.1337,0.0015,0.21145,0.1422,0.11835,0.1104,0.1207,0.1183,0.15115,0.16725,0.1696,0.06775,128.0,107.0,139.5,-22.87428440818235,-17.278087040410952,-0.8376499675214291,-0.21277498826384544,227,-3.3576293,749.8122,0.12149972108871163,0.07751540078582209,-0.13184585,0.36814997,0.118061736,0.004399292114515345,2.654966052139454E-4,1.2288968222853858E-4,0.30120483,-0.072765075,0.15931351,0.113699555,-0.11249106,120.27676,30.716064,44,0.67978000170437,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.06634135982021,48.77065966895397]}"
00000000000000000d82_0,110.0,0.12395,0.0013,0.1975,0.12815,0.10765,0.0978,0.0993,0.1131,0.1424,0.16165,0.15475,0.0648,120.0,102.0,128.0,-24.424576169030907,-18.06690356773097,-0.7899000197649002,-0.20826251432299614,174,-4.1976833,759.8395,0.14697698388161787,0.09101464660801717,-0.11304348,0.3581624,0.15590511,0.0060077762055128865,8.897900824013927E-4,8.549213500210762E-4,0.11646587,-0.05882353,0.19461218,0.18364027,-0.13554625,114.703705,30.949621,39,1.1802125316602385,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.06876681108733,48.775420739959806]}"
00000000000000000d83_0,123.5,0.13705,0.00145,0.24965,0.17395,0.12175,0.1145,0.1281,0.13665,0.1593,0.1731,0.17505,0.06645,141.5,135.0,158.0,-23.437874782269823,-18.076601681893255,-1.062725007534027,-0.2725375108420849,231,-3.1248915,708.6442,0.11389828770360397,0.07355812275536233,-0.0784983,0.37148345,0.052685797,0.003887067402572074,0.0012387811974443746,0.001416382065939279,-0.01056338,-0.083333336,0.13756974,0.11789222,-0.19607182,111.744965,29.519539,24,1.6659155436842723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.06661085440544,48.76976135366985]}"
00000000000000000d84_0,116.0,0.13215,0.0015,0.23955,0.15925,0.1135,0.10475,0.1125,0.12565,0.1601,0.1797,0.17995,0.06945,128.0,111.0,139.0,-21.966472891798865,-15.798517791377908,-1.022124994546175,-0.29368749260902405,221,-2.9935396,692.997,0.16800339402640543,0.10773325908640874,-0.112,0.36659107,0.10133503,0.005305329562140966,3.823847447200282E-4,3.161710823997438E-4,0.26136363,-0.056338027,0.22624499,0.015445888,-0.20818935,129.87694,28.813047,3,1.374685664163814,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.06903630567257,48.770839332010794]}"
